street,number,name,amenity,craft,healthcare,historic,leisure,office,public_transport,shop,tourism,geometry
,,,parking,,,,,,,,,"POLYGON ((23.9687814 49.8245651, 23.96878 49.824547, 23.9687722 49.8244457, 23.96877 49.824417, 23.9688649 49.824414, 23.9688772 49.8244136, 23.9688886 49.8245616, 23.9687814 49.8245651))"
,,Продукти,,,,,,,,convenience,,"POLYGON ((23.9677859 49.82398, 23.9678591 49.8239753, 23.9678625 49.8240303, 23.9677913 49.8240331, 23.9677859 49.82398))"
,,,parking,,,,,,,,,"POLYGON ((23.9874458 49.8147401, 23.987425 49.8146924, 23.9877428 49.8146344, 23.9877637 49.8146821, 23.9874458 49.8147401))"
,,,parking,,,,,,,,,"POLYGON ((23.9875813 49.8141386, 23.9875618 49.8140923, 23.9877596 49.8140521, 23.9878569 49.8142624, 23.9877284 49.81429, 23.9876535 49.8141448, 23.9875813 49.8141386))"
,,,parking,,,,,,,,,"POLYGON ((23.9868249 49.8139708, 23.9870368 49.8139967, 23.9871521 49.8139785, 23.9871964 49.814072, 23.987423 49.8140322, 23.9874619 49.8141118, 23.9873707 49.8141534, 23.9873426 49.8141802, 23.9875625 49.8145722, 23.9873251 49.8146111, 23.9871669 49.8142961, 23.9869469 49.8142615, 23.9868249 49.8139708))"
Кульпарківська вулиця,101,Укрнафта,fuel,,,,,,,,,"POLYGON ((23.9865101 49.8143998, 23.9865624 49.8145139, 23.9866085 49.8146147, 23.9864738 49.8146404, 23.9864274 49.814539, 23.9863754 49.8144255, 23.9862715 49.8144453, 23.9862593 49.8144187, 23.9862118 49.8144277, 23.9861767 49.8143511, 23.9864629 49.8142965, 23.9865101 49.8143998))"
,,,parking,,,,,,,,,"POLYGON ((23.9658165 49.8241417, 23.9657542 49.824143, 23.9657408 49.8238592, 23.9658031 49.823858, 23.9658165 49.8241417))"
,,,parking,,,,,,,,,"POLYGON ((24.0720407 49.8043919, 24.0738461 49.8048103, 24.0738317 49.8048363, 24.0738219 49.8048539, 24.0720163 49.8044357, 24.0720407 49.8043919))"
,,,,,,,pitch,,,,,"POLYGON ((24.0076672 49.8694578, 24.0077814 49.8691954, 24.008052 49.8692443, 24.0079378 49.8695067, 24.0076672 49.8694578))"
вулиця Тараса Шевченка,185,Церква МСЦ ЄХБ,place_of_worship,,,,,,,,,"POLYGON ((23.9690741 49.8603876, 23.9688569 49.8601424, 23.9689899 49.8600934, 23.9692072 49.8603386, 23.9690741 49.8603876))"
,,,,,,,playground,,,,,"POLYGON ((24.0189665 49.8296734, 24.018962 49.8294241, 24.0191827 49.8294225, 24.0191871 49.8296718, 24.0189665 49.8296734))"
,,,,,,,playground,,,,,"POLYGON ((23.9269271 49.8416704, 23.9269701 49.8417016, 23.9270291 49.8417967, 23.927139 49.8420008, 23.9271525 49.8420458, 23.9268976 49.8420389, 23.9269271 49.8416704))"
,,,,,,,pitch,,,,,"POLYGON ((24.0196174 49.8243642, 24.0198996 49.8242277, 24.0199839 49.8243003, 24.0197017 49.8244368, 24.0196174 49.8243642))"
,,,,,,,pitch,,,,,"POLYGON ((24.0197309 49.8244526, 24.0200147 49.8243186, 24.0200936 49.8243882, 24.0198098 49.8245222, 24.0197309 49.8244526))"
,,,parking,,,,,,,,,"POLYGON ((24.0149156 49.8679361, 24.0150146 49.867796, 24.0150281 49.8677769, 24.0155261 49.8680612, 24.0153208 49.86828, 24.0152077 49.8682481, 24.0153365 49.8680621, 24.0149156 49.8679361))"
,,,parking,,,,,,,,,"POLYGON ((24.0146685 49.8668376, 24.0145483 49.866806, 24.0144918 49.8668211, 24.0143929 49.8669672, 24.0142907 49.8669309, 24.0142983 49.8669213, 24.0144173 49.8667731, 24.0144935 49.8666997, 24.0145376 49.8666571, 24.0147505 49.8667559, 24.0146685 49.8668376))"
,,,,,,,playground,,,,,"POLYGON ((24.0128399 49.8651644, 24.0127016 49.8651347, 24.0127579 49.8650521, 24.0128937 49.8650835, 24.0128399 49.8651644))"
,,,,,,,playground,,,,,"POLYGON ((24.01553 49.8666688, 24.0155485 49.8666545, 24.0155731 49.866645, 24.0156013 49.8666412, 24.0156298 49.8666437, 24.0156555 49.866652, 24.0156751 49.8666649, 24.0156872 49.8666812, 24.0156905 49.8666992, 24.0156847 49.8667169, 24.0156704 49.8667324, 24.015649 49.8667442, 24.015623 49.8667509, 24.015595 49.8667519, 24.015568 49.866747, 24.0155448 49.8667368, 24.015528 49.8667223, 24.0155192 49.8667046, 24.0155199 49.8666861, 24.01553 49.8666688))"
,,,,,,,playground,,,,,"POLYGON ((24.0132547 49.868121, 24.0134834 49.8677629, 24.013645 49.8678058, 24.0134163 49.8681639, 24.0132547 49.868121))"
,,,,,,,playground,,,,,"POLYGON ((24.0119625 49.8674892, 24.0120675 49.8673654, 24.0121571 49.8673935, 24.0120547 49.8675222, 24.0119625 49.8674892))"
,,,,,,,playground,,,,,"POLYGON ((24.0105645 49.8677673, 24.0106073 49.8676989, 24.0106853 49.8677192, 24.0106425 49.8677876, 24.0105645 49.8677673))"
,,,,,,,playground,,,,,"POLYGON ((24.0145618 49.8616276, 24.0146928 49.8615454, 24.0147706 49.8615888, 24.014806 49.8616823, 24.0146712 49.8617462, 24.0146397 49.8617325, 24.0145618 49.8616276))"
,,,parking,,,,,,,,,"POLYGON ((24.0670048 49.7947879, 24.0669364 49.7949238, 24.0663481 49.7948004, 24.0664165 49.7946645, 24.0670048 49.7947879))"
Личаківська вулиця,201,,,,,,,,,clothes,,"POLYGON ((24.0717078 49.8362634, 24.0716945 49.8360687, 24.0719504 49.8360615, 24.0719637 49.8362562, 24.0717078 49.8362634))"
,,,,,,,,,,car_repair,,"POLYGON ((24.0716112 49.8364847, 24.0716453 49.83639, 24.0717906 49.8364118, 24.0717565 49.8365065, 24.0716112 49.8364847))"
,,,,,,,playground,,,,,"POLYGON ((24.0741844 49.8163418, 24.0742256 49.8161712, 24.0742428 49.8160072, 24.0743389 49.8159164, 24.0744488 49.8159097, 24.0745106 49.8159518, 24.0745586 49.8159784, 24.0747234 49.8159275, 24.0748436 49.8158588, 24.074878 49.8158787, 24.0749054 49.8159474, 24.0746376 49.8161047, 24.0746196 49.8161816, 24.0745518 49.8162509, 24.0742977 49.8165854, 24.074284 49.8166962, 24.0743458 49.8170086, 24.0744041 49.8171282, 24.0743149 49.8171991, 24.074205 49.8171326, 24.0740917 49.8171083, 24.0740301 49.8170533, 24.0740215 49.8169707, 24.0739554 49.8168533, 24.0739863 49.816737, 24.0740402 49.8166187, 24.0741741 49.81655, 24.0742222 49.8163927, 24.0741844 49.8163418))"
,,,social_facility,,,,,,,,,"POLYGON ((24.088733 49.8234031, 24.0882925 49.8234835, 24.0883155 49.8235358, 24.0882442 49.8235488, 24.0882056 49.8234606, 24.0887173 49.8233673, 24.088733 49.8234031))"
,,,,,,,playground,,,,,"POLYGON ((24.0675954 49.7943589, 24.0676428 49.7942614, 24.0678389 49.7943012, 24.0677915 49.7943986, 24.0675954 49.7943589))"
,,,,,,,playground,,,,,"POLYGON ((24.0592594 49.79604, 24.059264 49.7959474, 24.0594505 49.7959513, 24.0594459 49.7960439, 24.0592594 49.79604))"
,,,,,,,playground,,,,,"POLYGON ((24.0619737 49.7986426, 24.0617153 49.7987562, 24.0616505 49.7986948, 24.0619089 49.7985813, 24.0619737 49.7986426))"
,,,,,,,playground,,,,,"POLYGON ((24.0601362 49.7989124, 24.0600388 49.7988329, 24.060128 49.7987874, 24.0602253 49.7988669, 24.0601362 49.7989124))"
,,,,,,,playground,,,,,"POLYGON ((24.0593108 49.7994233, 24.0592519 49.7993616, 24.0592458 49.799191, 24.0594755 49.7991819, 24.0596137 49.7992934, 24.0593108 49.7994233))"
,,,,,,,playground,,,,,"POLYGON ((24.0620751 49.7909451, 24.0620801 49.790765, 24.0623967 49.7907687, 24.0623916 49.7909488, 24.0620751 49.7909451))"
,,,car_wash,,,,,,,,,"POLYGON ((24.065158 49.799833, 24.0650982 49.7997259, 24.0652673 49.7996866, 24.065327 49.7997937, 24.065158 49.799833))"
,,,,,,,playground,,,,,"POLYGON ((24.0606994 49.7859235, 24.0606992 49.7859515, 24.0606954 49.7860696, 24.0609109 49.7860724, 24.0609106 49.7861534, 24.0606795 49.7861529, 24.0604007 49.786145, 24.0603937 49.7860883, 24.0601892 49.786026, 24.0601901 49.785918, 24.0606994 49.7859235))"
,,,,,,,playground,,,,,"POLYGON ((24.0603511 49.7870548, 24.0605492 49.7870556, 24.0605487 49.787115, 24.0603505 49.7871143, 24.0603511 49.7870548))"
,,Дитячий центр здоров'я ім. А. Мазуренко,,,centre,,,,,,,"POLYGON ((24.0470622 49.8145395, 24.046997 49.8143921, 24.0473472 49.8143276, 24.0473961 49.814438, 24.047169 49.8144799, 24.0470922 49.8145527, 24.0470622 49.8145395))"
,,Just ZOO,veterinary,,,,,,,,,"POLYGON ((24.0496915 49.7979198, 24.0497394 49.7979599, 24.0496846 49.7979866, 24.0496376 49.7979468, 24.0496915 49.7979198))"
,,Зоомагазин,,,,,,,,pet,,"POLYGON ((24.0496846 49.7979866, 24.049635 49.7980109, 24.049588 49.7979712, 24.0496376 49.7979468, 24.0496846 49.7979866))"
,,Галицька здоба,,,,,,,,bakery,,"POLYGON ((24.0665981 49.7939197, 24.066622 49.7938623, 24.0666796 49.7938724, 24.0666556 49.7939297, 24.0665981 49.7939197))"
,,Магазин,,,,,,,,convenience,,"POLYGON ((24.0666796 49.7938724, 24.0667272 49.7938808, 24.0667029 49.7939378, 24.0666556 49.7939297, 24.0666796 49.7938724))"
,,,,,,,playground,,,,,"POLYGON ((24.0523144 49.8003672, 24.0523119 49.8002532, 24.0526302 49.8002504, 24.0526344 49.8004434, 24.0525437 49.8005395, 24.0523602 49.8004673, 24.0523144 49.8003672))"
,,,,,,,pitch,,,,,"POLYGON ((24.0503142 49.7996279, 24.0503245 49.7993448, 24.0505175 49.7993477, 24.0505073 49.7996308, 24.0503142 49.7996279))"
,,,,,,,pitch,,,,,"POLYGON ((24.0384937 49.8321947, 24.0382652 49.8319155, 24.0385157 49.8318262, 24.0387596 49.8321054, 24.0384937 49.8321947))"
,,Coffee Lab,cafe,,,,,,,,,"POLYGON ((24.0199879 49.7969085, 24.0200597 49.7969009, 24.0200743 49.7969577, 24.0200024 49.7969654, 24.0199879 49.7969085))"
,95а,Fайна Мийка,car_wash,,,,,,,,,"POLYGON ((23.9986761 49.8020093, 23.998663 49.8019592, 23.9990197 49.8019202, 23.9990329 49.8019703, 23.9988175 49.8019939, 23.9986761 49.8020093))"
,,,,,,,pitch,,,,,"POLYGON ((24.0279499 49.7965649, 24.0276173 49.7966567, 24.0277085 49.7967969, 24.0272904 49.7968965, 24.0268482 49.7961767, 24.0275073 49.7960057, 24.0276123 49.7960338, 24.0279499 49.7965649))"
,,Центрум,car_wash,,,,,,,,,"POLYGON ((24.0431996 49.8016696, 24.0432231 49.8016274, 24.0434055 49.8016698, 24.043382 49.801712, 24.0431996 49.8016696))"
,,,parking,,,,,,,,,"POLYGON ((24.0176461 49.7910787, 24.0176106 49.7909352, 24.0178439 49.7909127, 24.017897 49.7910527, 24.0176461 49.7910787))"
,,,,,,,playground,,,,,"POLYGON ((24.0172908 49.7912562, 24.0173707 49.791249, 24.0174485 49.7916072, 24.0173685 49.7916144, 24.0172908 49.7912562))"
,,Магазин запчастин,,,,,,,,car_parts,,"POLYGON ((24.0683486 49.795108, 24.0683684 49.7950681, 24.0684466 49.7950726, 24.0684216 49.7951231, 24.0683486 49.795108))"
,,,parking,,,,,,,,,"POLYGON ((24.0290189 49.8276618, 24.0296531 49.8277124, 24.0296925 49.8277155, 24.0296731 49.8278225, 24.0290075 49.8277272, 24.0290168 49.8276739, 24.0290189 49.8276618))"
,,,,,,,playground,,,,,"POLYGON ((24.0480763 49.8398776, 24.0480135 49.8397587, 24.0483284 49.8396942, 24.0483875 49.8398136, 24.0480763 49.8398776))"
,,,parking,,,,,,,,,"POLYGON ((24.0507797 49.8299654, 24.0509385 49.8299083, 24.0509251 49.8298817, 24.051137 49.8298237, 24.0513583 49.8298067, 24.0520106 49.8298565, 24.0520937 49.8299123, 24.0515991 49.8300534, 24.0512155 49.8300765, 24.0512028 49.8301653, 24.0511263 49.8302969, 24.0509886 49.8302969, 24.0508636 49.8301785, 24.0507797 49.8299654))"
,,"Стрийська, 35, Податкова",bicycle_rental,,,,,,,,,"POLYGON ((24.02015 49.8154635, 24.020142 49.8153863, 24.0201808 49.8153846, 24.0201888 49.8154618, 24.02015 49.8154635))"
,,,parking,,,,,,,,,"POLYGON ((24.0209224 49.7891783, 24.0213878 49.7891392, 24.0214002 49.7892005, 24.0209347 49.7892396, 24.0209224 49.7891783))"
,,,,,,,stadium,,,,,"POLYGON ((24.0210324 49.7892423, 24.0213301 49.789225, 24.0213471 49.7893468, 24.0210493 49.7893641, 24.0210324 49.7892423))"
,,Український Католицький Університет,bicycle_rental,,,,,,,,,"POLYGON ((24.025489 49.8159029, 24.0254843 49.8158671, 24.0255023 49.8158661, 24.025507 49.8159019, 24.025489 49.8159029))"
,,,parking,,,,,,,,,"POLYGON ((24.0597537 49.7967255, 24.0593918 49.7968804, 24.0594125 49.7967562, 24.0594427 49.7965746, 24.0597516 49.7966061, 24.0597537 49.7967255))"
,,,parking,,,,,,,,,"POLYGON ((24.0016301 49.8169721, 24.0018497 49.8169118, 24.0021142 49.8173132, 24.0022816 49.8175672, 24.0024629 49.8178423, 24.0025314 49.8179462, 24.0023324 49.8180008, 24.0023118 49.8180065, 24.002156 49.8177701, 24.0021203 49.8177159, 24.0019307 49.8174282, 24.0018506 49.8173067, 24.0018238 49.817266, 24.0017773 49.8171954, 24.0016347 49.8169791, 24.0016301 49.8169721))"
,,,,,,,playground,,,,,"POLYGON ((24.0019267 49.8174141, 24.0021365 49.8173565, 24.002524 49.8179443, 24.0023142 49.8180019, 24.0019267 49.8174141))"
,,,parking,,,,,,,,,"POLYGON ((24.0016249 49.8182303, 24.0016115 49.8182101, 24.0014704 49.8179986, 24.0014392 49.8179519, 24.0012719 49.8177009, 24.0012399 49.817653, 24.0011938 49.8175839, 24.00122 49.8175766, 24.001416 49.8175222, 24.0015042 49.8176545, 24.0016539 49.817879, 24.0016821 49.8179212, 24.001819 49.8181265, 24.001847 49.8181686, 24.0016814 49.8182146, 24.0016708 49.8182175, 24.0016384 49.8182265, 24.0016249 49.8182303))"
,,,,,,,playground,,,,,"POLYGON ((24.0015469 49.8181049, 24.0012013 49.8175847, 24.0014125 49.8175262, 24.0017581 49.8180464, 24.0015469 49.8181049))"
,,,,,,,playground,,,,,"POLYGON ((24.0185369 49.7956843, 24.0183261 49.795698, 24.0183073 49.7955621, 24.0185116 49.7955537, 24.0185369 49.7956843))"
,,,,,,,playground,,,,,"POLYGON ((24.0189488 49.7946425, 24.0187916 49.7946497, 24.0187579 49.7943451, 24.0189151 49.7943378, 24.0189488 49.7946425))"
,,,parking,,,,,,,,,"POLYGON ((23.9947229 49.828482, 23.9944427 49.8286927, 23.9941145 49.8285201, 23.9941407 49.8284999, 23.9944012 49.8283042, 23.9947229 49.828482))"
,,"Червоної Калини, 109, ТЦ Санта Барбара",bicycle_rental,,,,,,,,,"POLYGON ((24.0595738 49.7846021, 24.059573 49.7846381, 24.059555 49.7846379, 24.0595558 49.7846019, 24.0595738 49.7846021))"
,,Автовокзал м.Львів,bicycle_rental,,,,,,,,,"POLYGON ((24.0169356 49.7872923, 24.016991 49.7872889, 24.0169928 49.7873004, 24.0169373 49.7873039, 24.0169356 49.7872923))"
,,"Червоної Калини, 81, Кінотеатр ім. Довженка",bicycle_rental,,,,,,,,,"POLYGON ((24.0574324 49.7948994, 24.0574732 49.794875, 24.0574854 49.7948835, 24.0574446 49.794908, 24.0574324 49.7948994))"
,,"Червоної Калини, 49, Ринок «Шувар»",bicycle_rental,,,,,,,,,"POLYGON ((24.0493967 49.7990785, 24.0494417 49.7990522, 24.0494559 49.7990622, 24.0494109 49.7990886, 24.0493967 49.7990785))"
,,"Угорська, 14, Бізнес-центр «Домінант Плаза»",bicycle_rental,,,,,,,,,"POLYGON ((24.0459116 49.8105928, 24.0458667 49.8105715, 24.0458774 49.8105621, 24.0459222 49.8105834, 24.0459116 49.8105928))"
,,"Ратуша, Площа Ринок",bicycle_rental,,,,,,,,,"POLYGON ((24.0311241 49.8415837, 24.0311558 49.8415246, 24.0311747 49.8415288, 24.031143 49.8415879, 24.0311241 49.8415837))"
,,Чорновола-Липинського,bicycle_rental,,,,,,,,,"POLYGON ((24.0217381 49.8559196, 24.0217679 49.855869, 24.0217807 49.8558473, 24.021817 49.8558562, 24.0217745 49.8559284, 24.0217381 49.8559196))"
,,"Чорновола, 67",bicycle_rental,,,,,,,,,"POLYGON ((24.0183134 49.862002, 24.0182029 49.8619718, 24.0182182 49.8619487, 24.0183285 49.8619788, 24.0183134 49.862002))"
,,,,,,,pitch,,,,,"POLYGON ((24.0175161 49.7962221, 24.0171817 49.7962504, 24.0170959 49.7958279, 24.0174302 49.7957996, 24.0175161 49.7962221))"
,,,,,,,playground,,,,,"POLYGON ((24.0412906 49.8144348, 24.041109 49.814216, 24.041483 49.8142231, 24.0416313 49.8143145, 24.0414379 49.8143841, 24.0412906 49.8144348))"
,,,,,,,playground,,,,,"POLYGON ((24.0092872 49.8298653, 24.0091733 49.829802, 24.0093096 49.8297, 24.0094235 49.8297634, 24.0092872 49.8298653))"
,,,,,,,park,,,,,"POLYGON ((24.0309619 49.8300034, 24.0313073 49.8297978, 24.0313437 49.8297913, 24.031383 49.8297898, 24.0314194 49.8297939, 24.0314531 49.8298077, 24.0314716 49.8298361, 24.0314927 49.8299466, 24.0315142 49.830005, 24.0315532 49.8300832, 24.0315584 49.8301043, 24.0315568 49.8301216, 24.0315399 49.8301408, 24.0315092 49.8301519, 24.0314857 49.8301545, 24.0314582 49.8301549, 24.0314103 49.8301528, 24.0310475 49.8300814, 24.0310005 49.8300656, 24.0309707 49.8300507, 24.030952 49.8300331, 24.0309487 49.830018, 24.0309619 49.8300034))"
,,,,,,,playground,,,,,"POLYGON ((24.0104857 49.8337309, 24.0103465 49.8337, 24.0103485 49.8336358, 24.0105416 49.8335807, 24.0106138 49.8336954, 24.0104857 49.8337309))"
,,,,,,,pitch,,,,,"POLYGON ((24.0126403 49.8303479, 24.0122966 49.8305013, 24.0121263 49.8303426, 24.01247 49.8301891, 24.0126403 49.8303479))"
,,,,,,,pitch,,,,,"POLYGON ((24.0126628 49.8303762, 24.0127717 49.8304786, 24.0124676 49.8306131, 24.0123587 49.8305107, 24.0126628 49.8303762))"
,,,,,,,playground,,,,,"POLYGON ((24.0134154 49.8300969, 24.0132884 49.829983, 24.0133944 49.8299338, 24.0135215 49.8300477, 24.0134154 49.8300969))"
,,,,,,,playground,,,,,"POLYGON ((24.016236 49.8317274, 24.0162305 49.8316075, 24.0163672 49.8315977, 24.0164918 49.8316795, 24.0164007 49.8317215, 24.016236 49.8317274))"
,,,,,,,playground,,,,,"POLYGON ((24.007131 49.8344274, 24.0070329 49.8343927, 24.0071076 49.8342993, 24.0072244 49.8343355, 24.007131 49.8344274))"
,,,parking,,,,,,,,,"POLYGON ((24.0668875 49.8043607, 24.066912 49.8043048, 24.0670542 49.8043308, 24.0670297 49.8043867, 24.0668875 49.8043607))"
,,,bicycle_parking,,,,,,,,,"POLYGON ((23.9992604 49.8325598, 23.9994335 49.832646, 23.9993913 49.8326813, 23.9992182 49.832595, 23.9992604 49.8325598))"
,,Цигарки,,,,,,,,tobacco,,"POLYGON ((24.0317683 49.8293745, 24.0317972 49.829351, 24.0318178 49.8293616, 24.0317889 49.829385, 24.0317683 49.8293745))"
,,Форум Львів,bicycle_rental,,,,,,,,,"POLYGON ((24.0246684 49.8497419, 24.0245485 49.8497441, 24.0245473 49.8497191, 24.0246672 49.8497168, 24.0246684 49.8497419))"
,,Площа Петрушевича,bicycle_rental,,,,,,,,,"POLYGON ((24.0358966 49.8331227, 24.0357626 49.8331556, 24.0357522 49.833138, 24.0358862 49.8331051, 24.0358966 49.8331227))"
,,"Любінська, 89",bicycle_rental,,,,,,,,,"POLYGON ((23.9775214 49.8237836, 23.9774507 49.823846, 23.9774193 49.8238312, 23.97749 49.8237688, 23.9775214 49.8237836))"
,,"Промислова, 50-52",bicycle_rental,,,,,,,,,"POLYGON ((24.043904 49.8612351, 24.0439204 49.8613116, 24.0438818 49.8613151, 24.0438655 49.8612385, 24.043904 49.8612351))"
,,"Щирецька, 36. ТВК «Південний»",bicycle_rental,,,,,,,,,"POLYGON ((23.9770483 49.8130576, 23.9770335 49.813023, 23.9770508 49.8130199, 23.9770658 49.8130545, 23.9770483 49.8130576))"
,,"Володимира Великого, 113",bicycle_rental,,,,,,,,,"POLYGON ((23.9914529 49.8112012, 23.9914071 49.8112053, 23.9914045 49.8111931, 23.9914503 49.811189, 23.9914529 49.8112012))"
,,,parking,,,,,,,,,"POLYGON ((23.9990757 49.8332468, 23.9991064 49.8332212, 23.9992289 49.8332157, 23.999388 49.8332587, 23.9993519 49.8333118, 23.9994564 49.8333421, 23.9996767 49.8334594, 23.9996585 49.8335129, 23.9991503 49.8333865, 23.9992235 49.8332942, 23.9990757 49.8332468))"
,,,,,,,park,,,,,"POLYGON ((24.0268525 49.8490121, 24.0269143 49.848998, 24.0269641 49.8490211, 24.0270457 49.849025, 24.0270716 49.849025, 24.0271155 49.8490417, 24.0270995 49.8490854, 24.0271573 49.8491226, 24.0272111 49.8491817, 24.0271592 49.849233, 24.0271115 49.8492074, 24.0270099 49.8492305, 24.0269541 49.8492344, 24.0269003 49.8492331, 24.0268366 49.8492254, 24.0268346 49.8491573, 24.0268386 49.8490905, 24.0268525 49.8490121))"
,,,,,,,playground,,,,,"POLYGON ((24.0596857 49.7932245, 24.0598932 49.793231, 24.0598844 49.7933487, 24.0596769 49.7933422, 24.0596857 49.7932245))"
,,,parking,,,,,,,,,"POLYGON ((24.0184334 49.8010048, 24.0184982 49.8009839, 24.0182685 49.7999102, 24.0183822 49.7998997, 24.0184081 49.7998973, 24.0186807 49.801178, 24.0186583 49.8011808, 24.0185429 49.8011954, 24.0184674 49.8011659, 24.0184334 49.8010048))"
Наукова вулиця,19а,Храм Воздвиження Чесного і Животворящого Хреста Господнього,place_of_worship,,,,,,,,,"POLYGON ((23.9960431 49.8025286, 23.996072 49.8025261, 23.9960603 49.8024703, 23.9961458 49.8024629, 23.9961419 49.8024451, 23.996276 49.8024321, 23.9962801 49.8024509, 23.9963664 49.8024434, 23.9963778 49.8024985, 23.9964056 49.8024959, 23.9964262 49.802583, 23.9963963 49.8025858, 23.9964074 49.8026403, 23.9963243 49.8026474, 23.9963283 49.802666, 23.9961923 49.8026788, 23.9961881 49.8026594, 23.9961017 49.8026668, 23.9960905 49.8026125, 23.9960628 49.802615, 23.9960431 49.8025286))"
,,,,,,,pitch,,,,,"POLYGON ((24.0156918 49.78951, 24.0156146 49.7891684, 24.0159761 49.7891371, 24.0160522 49.7894779, 24.0156918 49.78951))"
,,,parking,,,,,,,,,"POLYGON ((24.0461849 49.7985943, 24.0461125 49.798635, 24.0460535 49.7986168, 24.0461474 49.7985666, 24.0461849 49.7985943))"
,,,,,,,playground,,,,,"POLYGON ((23.9778819 49.8316558, 23.9778283 49.8317613, 23.9776941 49.8317302, 23.9777478 49.8316281, 23.9778819 49.8316558))"
,,,,,,,playground,,,,,"POLYGON ((23.9771195 49.8317887, 23.9770948 49.8318371, 23.977015 49.8318194, 23.977039 49.8317714, 23.9771195 49.8317887))"
,,,,,,,playground,,,,,"POLYGON ((23.9768033 49.831396, 23.9768971 49.8312693, 23.9771006 49.8313241, 23.9770121 49.8314496, 23.9768033 49.831396))"
